Date,Scrip,Open,High,Low,Close,PreClose,AdjClose,Volume,Value,Trade,Change,DateString,DateEpoch
/Date(1286928000000)/,1JANATAMF,11.6,11.9,11.5,11.7,0,0,1275500,0,0,0,13/10/2010 00:00:00,1286928000000
/Date(1287014400000)/,1JANATAMF,11.6,12,11.6,11.7,0,0,1356500,0,0,0,14/10/2010 00:00:00,1287014400000
/Date(1287360000000)/,1JANATAMF,11.6,12.2,11.6,11.6,0,0,1613500,0,0,0,18/10/2010 00:00:00,1287360000000
/Date(1287446400000)/,1JANATAMF,11.6,11.7,11.4,11.4,0,0,1557000,0,0,0,19/10/2010 00:00:00,1287446400000
/Date(1287532800000)/,1JANATAMF,11.4,11.5,11.3,11.4,0,0,893000,0,0,0,20/10/2010 00:00:00,1287532800000
/Date(1287619200000)/,1JANATAMF,11.5,11.5,11.2,11.2,0,0,771500,0,0,0,21/10/2010 00:00:00,1287619200000
/Date(1287878400000)/,1JANATAMF,11.2,11.4,11.1,11.1,0,0,869000,0,0,0,24/10/2010 00:00:00,1287878400000
/Date(1287964800000)/,1JANATAMF,11.1,11.3,11,11,0,0,942000,0,0,0,25/10/2010 00:00:00,1287964800000
/Date(1288051200000)/,1JANATAMF,11.2,11.2,10.8,10.9,0,0,866500,0,0,0,26/10/2010 00:00:00,1288051200000
/Date(1288137600000)/,1JANATAMF,10.9,11,10.6,10.7,0,0,816500,0,0,0,27/10/2010 00:00:00,1288137600000
/Date(1288224000000)/,1JANATAMF,10.6,11,10.5,10.6,0,0,672000,0,0,0,28/10/2010 00:00:00,1288224000000
/Date(1288483200000)/,1JANATAMF,10.6,10.9,10.5,10.5,0,0,802500,0,0,0,31/10/2010 00:00:00,1288483200000
/Date(1288569600000)/,1JANATAMF,10.6,10.8,10.4,10.5,0,0,779000,0,0,0,01/11/2010 00:00:00,1288569600000
/Date(1288656000000)/,1JANATAMF,10.7,10.7,10.3,10.4,0,0,788500,0,0,0,02/11/2010 00:00:00,1288656000000
/Date(1288742400000)/,1JANATAMF,10.4,10.5,10.3,10.3,0,0,809500,0,0,0,03/11/2010 00:00:00,1288742400000
/Date(1288828800000)/,1JANATAMF,10.6,12,10.6,10.9,0,0,1538500,0,0,0,04/11/2010 00:00:00,1288828800000
/Date(1289088000000)/,1JANATAMF,11,11.1,10.4,10.5,0,0,641000,0,0,0,07/11/2010 00:00:00,1289088000000
/Date(1289174400000)/,1JANATAMF,10.4,10.6,10.3,10.3,0,0,675000,0,0,0,08/11/2010 00:00:00,1289174400000
/Date(1289260800000)/,1JANATAMF,10.3,10.5,10,10.1,0,0,901500,0,0,0,09/11/2010 00:00:00,1289260800000
/Date(1289347200000)/,1JANATAMF,10.1,10.4,10.1,10.1,0,0,709000,0,0,0,10/11/2010 00:00:00,1289347200000
/Date(1289433600000)/,1JANATAMF,10.1,10.3,10,10.1,0,0,463000,0,0,0,11/11/2010 00:00:00,1289433600000
/Date(1289692800000)/,1JANATAMF,10.3,10.3,10,10.1,0,0,498500,0,0,0,14/11/2010 00:00:00,1289692800000
/Date(1289779200000)/,1JANATAMF,10,10.2,10,10.1,0,0,684000,0,0,0,15/11/2010 00:00:00,1289779200000
/Date(1290297600000)/,1JANATAMF,10,10.2,9.9,10.1,0,0,661500,0,0,0,21/11/2010 00:00:00,1290297600000
/Date(1290384000000)/,1JANATAMF,10,10.2,9.9,10,0,0,1030500,0,0,0,22/11/2010 00:00:00,1290384000000
/Date(1290470400000)/,1JANATAMF,10,10.1,9.9,9.9,0,0,795000,0,0,0,23/11/2010 00:00:00,1290470400000
/Date(1290556800000)/,1JANATAMF,9.9,10.1,9.9,10,0,0,654500,0,0,0,24/11/2010 00:00:00,1290556800000
/Date(1290643200000)/,1JANATAMF,10,10.5,9.9,10.3,0,0,1424000,0,0,0,25/11/2010 00:00:00,1290643200000
/Date(1290902400000)/,1JANATAMF,10.6,11.1,10.5,10.7,0,0,2163000,0,0,0,28/11/2010 00:00:00,1290902400000
/Date(1290988800000)/,1JANATAMF,10.4,10.9,10.4,10.4,0,0,1382500,0,0,0,29/11/2010 00:00:00,1290988800000
/Date(1291075200000)/,1JANATAMF,10.2,10.5,10.1,10.1,0,0,682500,0,0,0,30/11/2010 00:00:00,1291075200000
/Date(1291161600000)/,1JANATAMF,10.1,10.3,10,10.1,0,0,772000,0,0,0,01/12/2010 00:00:00,1291161600000
/Date(1291248000000)/,1JANATAMF,10.1,10.2,9.9,9.9,0,0,808500,0,0,0,02/12/2010 00:00:00,1291248000000
/Date(1291507200000)/,1JANATAMF,9.9,10.2,9.9,10,0,0,1284500,0,0,0,05/12/2010 00:00:00,1291507200000
/Date(1291593600000)/,1JANATAMF,9.9,10.5,9.9,10.1,0,0,1404500,0,0,0,06/12/2010 00:00:00,1291593600000
/Date(1291680000000)/,1JANATAMF,10.5,10.5,9.9,10.1,0,0,1340500,0,0,0,07/12/2010 00:00:00,1291680000000
/Date(1291766400000)/,1JANATAMF,10.4,10.4,9.9,10,0,0,1315000,0,0,0,08/12/2010 00:00:00,1291766400000
/Date(1291852800000)/,1JANATAMF,10.1,12,10.1,11.7,0,0,5651500,0,0,0,09/12/2010 00:00:00,1291852800000
/Date(1292112000000)/,1JANATAMF,11.8,12.8,11.3,12,0,0,6816500,0,0,0,12/12/2010 00:00:00,1292112000000
/Date(1292198400000)/,1JANATAMF,11.5,12,10.9,11.4,0,0,2181500,0,0,0,13/12/2010 00:00:00,1292198400000
/Date(1292284800000)/,1JANATAMF,11,12.3,11,12,0,0,4691500,0,0,0,14/12/2010 00:00:00,1292284800000
/Date(1292371200000)/,1JANATAMF,12.3,12.6,11.7,11.9,0,0,7047500,0,0,0,15/12/2010 00:00:00,1292371200000
/Date(1292716800000)/,1JANATAMF,12.1,12.3,10.7,10.8,0,0,2030500,0,0,0,19/12/2010 00:00:00,1292716800000
/Date(1292803200000)/,1JANATAMF,11.5,11.5,10.6,10.9,0,0,1796500,0,0,0,20/12/2010 00:00:00,1292803200000
/Date(1292889600000)/,1JANATAMF,11,11.1,10.6,10.9,0,0,1472500,0,0,0,21/12/2010 00:00:00,1292889600000
/Date(1292976000000)/,1JANATAMF,11.5,11.9,11.1,11.7,0,0,2901500,0,0,0,22/12/2010 00:00:00,1292976000000
