,DateString,Scrip,Open,Close,Volume,DateEpoch,Difference,Days,Original
156,23/02/2011 00:00:00,1JANATAMF,9.6,9.6,1106500.0,1298419200000,86400000,1,Yes
157,24/02/2011 00:00:00,1JANATAMF,9.5,9.1,1438500.0,1298505600000,86400000,1,Yes
158,25/02/2011 00:00:00,1JANATAMF,9.1,9.1,1545500.0,1298592000000,0,0,No
159,26/02/2011 00:00:00,1JANATAMF,9.1,9.1,1652500.0,1298678400000,0,0,No
160,27/02/2011 00:00:00,1JANATAMF,9.1,8.7,1759500.0,1298764800000,259200000,3,Yes
161,28/02/2011 00:00:00,1JANATAMF,8.9,8.5,1463500.0,1298851200000,86400000,1,Yes
162,01/03/2011 00:00:00,1JANATAMF,9.0,9.3,840000.0,1298937600000,86400000,1,Yes
163,02/03/2011 00:00:00,1JANATAMF,9.8,8.8,1418000.0,1299024000000,86400000,1,Yes
164,03/03/2011 00:00:00,1JANATAMF,8.8,9.0,750500.0,1299110400000,86400000,1,Yes
165,04/03/2011 00:00:00,1JANATAMF,9.1,9.1,701166.6666666666,1299196800000,0,0,No
166,05/03/2011 00:00:00,1JANATAMF,9.200000000000001,9.200000000000001,651833.3333333334,1299283200000,0,0,No
167,06/03/2011 00:00:00,1JANATAMF,9.3,9.1,602500.0,1299369600000,259200000,3,Yes
168,07/03/2011 00:00:00,1JANATAMF,9.4,9.3,1195500.0,1299456000000,86400000,1,Yes
169,08/03/2011 00:00:00,1JANATAMF,9.2,9.6,1576500.0,1299542400000,86400000,1,Yes
170,09/03/2011 00:00:00,1JANATAMF,9.4,9.9,2002500.0,1299628800000,86400000,1,Yes
171,10/03/2011 00:00:00,1JANATAMF,9.5,10.1,1969000.0,1299715200000,86400000,1,Yes
172,11/03/2011 00:00:00,1JANATAMF,10.033333333333333,10.033333333333333,1704166.6666666667,1299801600000,0,0,No
173,12/03/2011 00:00:00,1JANATAMF,9.966666666666667,9.966666666666667,1439333.3333333335,1299888000000,0,0,No
174,13/03/2011 00:00:00,1JANATAMF,9.9,9.4,1174500.0,1299974400000,259200000,3,Yes
175,14/03/2011 00:00:00,1JANATAMF,9.5,9.7,801500.0,1300060800000,86400000,1,Yes
176,15/03/2011 00:00:00,1JANATAMF,10.0,9.5,1005500.0,1300147200000,86400000,1,Yes
177,16/03/2011 00:00:00,1JANATAMF,9.5,9.3,1011500.0,1300233600000,86400000,1,Yes
178,17/03/2011 00:00:00,1JANATAMF,9.375,9.375,1031000.0,1300320000000,0,0,No
179,18/03/2011 00:00:00,1JANATAMF,9.45,9.45,1050500.0,1300406400000,0,0,No
180,19/03/2011 00:00:00,1JANATAMF,9.525,9.525,1070000.0,1300492800000,0,0,No
181,20/03/2011 00:00:00,1JANATAMF,9.6,9.2,1089500.0,1300579200000,345600000,4,Yes
182,21/03/2011 00:00:00,1JANATAMF,9.5,9.1,797000.0,1300665600000,86400000,1,Yes
183,22/03/2011 00:00:00,1JANATAMF,9.4,9.1,571000.0,1300752000000,86400000,1,Yes
184,23/03/2011 00:00:00,1JANATAMF,9.1,8.9,1116000.0,1300838400000,86400000,1,Yes
185,24/03/2011 00:00:00,1JANATAMF,9.1,8.9,1162500.0,1300924800000,86400000,1,Yes
186,25/03/2011 00:00:00,1JANATAMF,8.9,8.9,1004000.0,1301011200000,0,0,No
187,26/03/2011 00:00:00,1JANATAMF,8.9,8.9,845500.0,1301097600000,0,0,No
188,27/03/2011 00:00:00,1JANATAMF,8.9,8.9,687000.0,1301184000000,259200000,3,Yes
189,28/03/2011 00:00:00,1JANATAMF,8.9,9.0,673500.0,1301270400000,86400000,1,Yes
190,29/03/2011 00:00:00,1JANATAMF,9.2,8.9,474500.0,1301356800000,86400000,1,Yes
191,30/03/2011 00:00:00,1JANATAMF,9.0,8.8,440000.0,1301443200000,86400000,1,Yes
192,31/03/2011 00:00:00,1JANATAMF,9.0,8.8,534500.0,1301529600000,86400000,1,Yes
193,01/04/2011 00:00:00,1JANATAMF,8.833333333333334,8.833333333333334,509500.0,1301616000000,0,0,No
194,02/04/2011 00:00:00,1JANATAMF,8.866666666666667,8.866666666666667,484500.0,1301702400000,0,0,No
195,03/04/2011 00:00:00,1JANATAMF,8.9,8.8,459500.0,1301788800000,259200000,3,Yes
196,04/04/2011 00:00:00,1JANATAMF,9.0,8.8,574000.0,1301875200000,86400000,1,Yes
197,05/04/2011 00:00:00,1JANATAMF,8.8,8.7,1030000.0,1301961600000,86400000,1,Yes
198,06/04/2011 00:00:00,1JANATAMF,8.7,8.8,539000.0,1302048000000,86400000,1,Yes
199,07/04/2011 00:00:00,1JANATAMF,8.9,8.8,574000.0,1302134400000,86400000,1,Yes
200,08/04/2011 00:00:00,1JANATAMF,8.833333333333334,8.833333333333334,899833.3333333333,1302220800000,0,0,No
201,09/04/2011 00:00:00,1JANATAMF,8.866666666666667,8.866666666666667,1225666.6666666665,1302307200000,0,0,No
202,10/04/2011 00:00:00,1JANATAMF,8.9,8.9,1551500.0,1302393600000,259200000,3,Yes
203,11/04/2011 00:00:00,1JANATAMF,9.0,9.0,2292000.0,1302480000000,86400000,1,Yes
204,12/04/2011 00:00:00,1JANATAMF,9.2,9.0,333500.0,1302566400000,86400000,1,Yes
205,13/04/2011 00:00:00,1JANATAMF,9.1,9.2,1084000.0,1302652800000,86400000,1,Yes
206,14/04/2011 00:00:00,1JANATAMF,9.2,9.2,1060375.0,1302739200000,0,0,No
207,15/04/2011 00:00:00,1JANATAMF,9.2,9.2,1036750.0,1302825600000,0,0,No
208,16/04/2011 00:00:00,1JANATAMF,9.2,9.2,1013125.0,1302912000000,0,0,No
209,17/04/2011 00:00:00,1JANATAMF,9.2,9.3,989500.0,1302998400000,345600000,4,Yes
210,18/04/2011 00:00:00,1JANATAMF,9.3,9.4,1371000.0,1303084800000,86400000,1,Yes
211,19/04/2011 00:00:00,1JANATAMF,9.4,9.2,807000.0,1303171200000,86400000,1,Yes
212,20/04/2011 00:00:00,1JANATAMF,9.5,9.0,959000.0,1303257600000,86400000,1,Yes
213,21/04/2011 00:00:00,1JANATAMF,9.0,9.0,371500.0,1303344000000,86400000,1,Yes
214,22/04/2011 00:00:00,1JANATAMF,9.0,9.0,440500.0,1303430400000,0,0,No
215,23/04/2011 00:00:00,1JANATAMF,9.0,9.0,509500.0,1303516800000,0,0,No
216,24/04/2011 00:00:00,1JANATAMF,9.0,8.9,578500.0,1303603200000,259200000,3,Yes
217,25/04/2011 00:00:00,1JANATAMF,8.8,8.9,757500.0,1303689600000,86400000,1,Yes
218,26/04/2011 00:00:00,1JANATAMF,8.8,8.8,345500.0,1303776000000,86400000,1,Yes
219,27/04/2011 00:00:00,1JANATAMF,8.8,9.0,510500.0,1303862400000,86400000,1,Yes
220,28/04/2011 00:00:00,1JANATAMF,9.1,8.9,362000.0,1303948800000,86400000,1,Yes
221,29/04/2011 00:00:00,1JANATAMF,8.925,8.925,353250.0,1304035200000,0,0,No
222,30/04/2011 00:00:00,1JANATAMF,8.95,8.95,344500.0,1304121600000,0,0,No
223,01/05/2011 00:00:00,1JANATAMF,8.975,8.975,335750.0,1304208000000,0,0,No
224,02/05/2011 00:00:00,1JANATAMF,9.0,8.8,327000.0,1304294400000,345600000,4,Yes
225,03/05/2011 00:00:00,1JANATAMF,8.8,8.8,204500.0,1304380800000,86400000,1,Yes
226,04/05/2011 00:00:00,1JANATAMF,9.0,8.9,632500.0,1304467200000,86400000,1,Yes
227,05/05/2011 00:00:00,1JANATAMF,9.1,8.8,383500.0,1304553600000,86400000,1,Yes
228,06/05/2011 00:00:00,1JANATAMF,8.8,8.8,475666.6666666667,1304640000000,0,0,No
229,07/05/2011 00:00:00,1JANATAMF,8.8,8.8,567833.3333333334,1304726400000,0,0,No
230,08/05/2011 00:00:00,1JANATAMF,8.8,8.6,660000.0,1304812800000,259200000,3,Yes
231,09/05/2011 00:00:00,1JANATAMF,8.9,8.7,689500.0,1304899200000,86400000,1,Yes
232,10/05/2011 00:00:00,1JANATAMF,8.8,8.5,202000.0,1304985600000,86400000,1,Yes
233,11/05/2011 00:00:00,1JANATAMF,8.4,8.3,1362000.0,1305072000000,86400000,1,Yes
234,12/05/2011 00:00:00,1JANATAMF,8.3,8.4,720000.0,1305158400000,86400000,1,Yes
235,13/05/2011 00:00:00,1JANATAMF,8.433333333333334,8.433333333333334,705500.0,1305244800000,0,0,No
236,14/05/2011 00:00:00,1JANATAMF,8.466666666666667,8.466666666666667,691000.0,1305331200000,0,0,No
237,15/05/2011 00:00:00,1JANATAMF,8.5,8.6,676500.0,1305417600000,259200000,3,Yes
238,16/05/2011 00:00:00,1JANATAMF,8.5,8.5,238000.0,1305504000000,86400000,1,Yes
239,17/05/2011 00:00:00,1JANATAMF,8.55,8.55,304750.0,1305590400000,0,0,No
240,18/05/2011 00:00:00,1JANATAMF,8.6,8.4,371500.0,1305676800000,172800000,2,Yes
241,19/05/2011 00:00:00,1JANATAMF,8.4,8.4,415500.0,1305763200000,86400000,1,Yes
242,20/05/2011 00:00:00,1JANATAMF,8.333333333333334,8.333333333333334,491166.6666666667,1305849600000,0,0,No
243,21/05/2011 00:00:00,1JANATAMF,8.266666666666666,8.266666666666666,566833.3333333334,1305936000000,0,0,No
244,22/05/2011 00:00:00,1JANATAMF,8.2,8.2,642500.0,1306022400000,259200000,3,Yes
245,23/05/2011 00:00:00,1JANATAMF,8.2,8.0,582500.0,1306108800000,86400000,1,Yes
246,24/05/2011 00:00:00,1JANATAMF,8.2,8.1,387500.0,1306195200000,86400000,1,Yes
247,25/05/2011 00:00:00,1JANATAMF,8.0,8.0,634500.0,1306281600000,86400000,1,Yes
248,26/05/2011 00:00:00,1JANATAMF,8.2,8.1,432000.0,1306368000000,86400000,1,Yes
249,27/05/2011 00:00:00,1JANATAMF,8.133333333333333,8.133333333333333,411333.3333333333,1306454400000,0,0,No
250,28/05/2011 00:00:00,1JANATAMF,8.166666666666666,8.166666666666666,390666.6666666667,1306540800000,0,0,No
251,29/05/2011 00:00:00,1JANATAMF,8.2,8.2,370000.0,1306627200000,259200000,3,Yes
252,30/05/2011 00:00:00,1JANATAMF,8.2,8.2,388500.0,1306713600000,86400000,1,Yes
253,31/05/2011 00:00:00,1JANATAMF,8.2,8.4,603500.0,1306800000000,86400000,1,Yes
254,01/06/2011 00:00:00,1JANATAMF,8.4,8.2,447000.0,1306886400000,86400000,1,Yes
255,02/06/2011 00:00:00,1JANATAMF,8.2,8.2,145000.0,1306972800000,86400000,1,Yes
256,03/06/2011 00:00:00,1JANATAMF,8.266666666666666,8.266666666666666,188500.0,1307059200000,0,0,No
257,04/06/2011 00:00:00,1JANATAMF,8.333333333333334,8.333333333333334,232000.0,1307145600000,0,0,No
258,05/06/2011 00:00:00,1JANATAMF,8.4,8.2,275500.0,1307232000000,259200000,3,Yes
259,06/06/2011 00:00:00,1JANATAMF,8.2,8.2,326000.0,1307318400000,86400000,1,Yes
260,07/06/2011 00:00:00,1JANATAMF,8.2,8.3,360000.0,1307404800000,86400000,1,Yes
261,08/06/2011 00:00:00,1JANATAMF,8.3,8.4,748500.0,1307491200000,86400000,1,Yes
262,09/06/2011 00:00:00,1JANATAMF,8.4,8.3,208000.0,1307577600000,86400000,1,Yes
263,10/06/2011 00:00:00,1JANATAMF,8.3,8.3,284833.3333333333,1307664000000,0,0,No
