,DateString,Scrip,Open,Close,Volume,DateEpoch,Difference,Days,Original
0,20/09/2010 00:00:00,1JANATAMF,13.0,12.6,10323500.0,1284940800000,0,0,Yes
1,21/09/2010 00:00:00,1JANATAMF,12.8,12.9,3327500.0,1285027200000,86400000,1,Yes
2,22/09/2010 00:00:00,1JANATAMF,13.0,13.0,2765500.0,1285113600000,86400000,1,Yes
3,23/09/2010 00:00:00,1JANATAMF,13.3,13.0,2329000.0,1285200000000,86400000,1,Yes
4,24/09/2010 00:00:00,1JANATAMF,13.0,13.0,2088833.3333333333,1285286400000,0,0,No
5,25/09/2010 00:00:00,1JANATAMF,13.0,13.0,1848666.6666666667,1285372800000,0,0,No
6,26/09/2010 00:00:00,1JANATAMF,13.0,12.8,1608500.0,1285459200000,259200000,3,Yes
7,27/09/2010 00:00:00,1JANATAMF,12.7,12.6,1332000.0,1285545600000,86400000,1,Yes
8,28/09/2010 00:00:00,1JANATAMF,12.6,12.5,1293500.0,1285632000000,86400000,1,Yes
9,29/09/2010 00:00:00,1JANATAMF,12.5,12.3,1130500.0,1285718400000,86400000,1,Yes
10,30/09/2010 00:00:00,1JANATAMF,12.1,12.1,791500.0,1285804800000,86400000,1,Yes
11,01/10/2010 00:00:00,1JANATAMF,12.2,12.2,924166.6666666666,1285891200000,0,0,No
12,02/10/2010 00:00:00,1JANATAMF,12.3,12.3,1056833.3333333333,1285977600000,0,0,No
13,03/10/2010 00:00:00,1JANATAMF,12.4,11.8,1189500.0,1286064000000,259200000,3,Yes
14,04/10/2010 00:00:00,1JANATAMF,12.0,11.8,882500.0,1286150400000,86400000,1,Yes
15,05/10/2010 00:00:00,1JANATAMF,11.8,12.2,1354500.0,1286236800000,86400000,1,Yes
16,06/10/2010 00:00:00,1JANATAMF,12.6,12.4,1925500.0,1286323200000,86400000,1,Yes
17,07/10/2010 00:00:00,1JANATAMF,12.2,11.9,1081500.0,1286409600000,86400000,1,Yes
18,08/10/2010 00:00:00,1JANATAMF,11.833333333333334,11.833333333333334,1053166.6666666667,1286496000000,0,0,No
19,09/10/2010 00:00:00,1JANATAMF,11.766666666666666,11.766666666666666,1024833.3333333334,1286582400000,0,0,No
20,10/10/2010 00:00:00,1JANATAMF,11.7,11.7,996500.0,1286668800000,259200000,3,Yes
21,11/10/2010 00:00:00,1JANATAMF,11.7,11.7,910500.0,1286755200000,86400000,1,Yes
22,12/10/2010 00:00:00,1JANATAMF,11.7,11.6,772500.0,1286841600000,86400000,1,Yes
23,13/10/2010 00:00:00,1JANATAMF,11.6,11.7,1275500.0,1286928000000,86400000,1,Yes
24,14/10/2010 00:00:00,1JANATAMF,11.6,11.7,1356500.0,1287014400000,86400000,1,Yes
25,15/10/2010 00:00:00,1JANATAMF,11.674999999999999,11.674999999999999,1420750.0,1287100800000,0,0,No
26,16/10/2010 00:00:00,1JANATAMF,11.649999999999999,11.649999999999999,1485000.0,1287187200000,0,0,No
27,17/10/2010 00:00:00,1JANATAMF,11.625,11.625,1549250.0,1287273600000,0,0,No
28,18/10/2010 00:00:00,1JANATAMF,11.6,11.6,1613500.0,1287360000000,345600000,4,Yes
29,19/10/2010 00:00:00,1JANATAMF,11.6,11.4,1557000.0,1287446400000,86400000,1,Yes
30,20/10/2010 00:00:00,1JANATAMF,11.4,11.4,893000.0,1287532800000,86400000,1,Yes
31,21/10/2010 00:00:00,1JANATAMF,11.5,11.2,771500.0,1287619200000,86400000,1,Yes
32,22/10/2010 00:00:00,1JANATAMF,11.2,11.2,804000.0,1287705600000,0,0,No
33,23/10/2010 00:00:00,1JANATAMF,11.2,11.2,836500.0,1287792000000,0,0,No
34,24/10/2010 00:00:00,1JANATAMF,11.2,11.1,869000.0,1287878400000,259200000,3,Yes
35,25/10/2010 00:00:00,1JANATAMF,11.1,11.0,942000.0,1287964800000,86400000,1,Yes
36,26/10/2010 00:00:00,1JANATAMF,11.2,10.9,866500.0,1288051200000,86400000,1,Yes
37,27/10/2010 00:00:00,1JANATAMF,10.9,10.7,816500.0,1288137600000,86400000,1,Yes
38,28/10/2010 00:00:00,1JANATAMF,10.6,10.6,672000.0,1288224000000,86400000,1,Yes
39,29/10/2010 00:00:00,1JANATAMF,10.6,10.6,715500.0,1288310400000,0,0,No
40,30/10/2010 00:00:00,1JANATAMF,10.6,10.6,759000.0,1288396800000,0,0,No
41,31/10/2010 00:00:00,1JANATAMF,10.6,10.5,802500.0,1288483200000,259200000,3,Yes
42,01/11/2010 00:00:00,1JANATAMF,10.6,10.5,779000.0,1288569600000,86400000,1,Yes
43,02/11/2010 00:00:00,1JANATAMF,10.7,10.4,788500.0,1288656000000,86400000,1,Yes
44,03/11/2010 00:00:00,1JANATAMF,10.4,10.3,809500.0,1288742400000,86400000,1,Yes
45,04/11/2010 00:00:00,1JANATAMF,10.6,10.9,1538500.0,1288828800000,86400000,1,Yes
46,05/11/2010 00:00:00,1JANATAMF,10.933333333333334,10.933333333333334,1239333.3333333333,1288915200000,0,0,No
47,06/11/2010 00:00:00,1JANATAMF,10.966666666666667,10.966666666666667,940166.6666666666,1289001600000,0,0,No
48,07/11/2010 00:00:00,1JANATAMF,11.0,10.5,641000.0,1289088000000,259200000,3,Yes
49,08/11/2010 00:00:00,1JANATAMF,10.4,10.3,675000.0,1289174400000,86400000,1,Yes
50,09/11/2010 00:00:00,1JANATAMF,10.3,10.1,901500.0,1289260800000,86400000,1,Yes
51,10/11/2010 00:00:00,1JANATAMF,10.1,10.1,709000.0,1289347200000,86400000,1,Yes
52,11/11/2010 00:00:00,1JANATAMF,10.1,10.1,463000.0,1289433600000,86400000,1,Yes
53,12/11/2010 00:00:00,1JANATAMF,10.166666666666666,10.166666666666666,474833.3333333333,1289520000000,0,0,No
54,13/11/2010 00:00:00,1JANATAMF,10.233333333333334,10.233333333333334,486666.6666666667,1289606400000,0,0,No
55,14/11/2010 00:00:00,1JANATAMF,10.3,10.1,498500.0,1289692800000,259200000,3,Yes
56,15/11/2010 00:00:00,1JANATAMF,10.0,10.1,684000.0,1289779200000,86400000,1,Yes
57,16/11/2010 00:00:00,1JANATAMF,10.083333333333332,10.083333333333332,680250.0,1289865600000,0,0,No
58,17/11/2010 00:00:00,1JANATAMF,10.066666666666666,10.066666666666666,676500.0,1289952000000,0,0,No
59,18/11/2010 00:00:00,1JANATAMF,10.05,10.05,672750.0,1290038400000,0,0,No
60,19/11/2010 00:00:00,1JANATAMF,10.033333333333333,10.033333333333333,669000.0,1290124800000,0,0,No
61,20/11/2010 00:00:00,1JANATAMF,10.016666666666666,10.016666666666666,665250.0,1290211200000,0,0,No
62,21/11/2010 00:00:00,1JANATAMF,10.0,10.1,661500.0,1290297600000,518400000,6,Yes
63,22/11/2010 00:00:00,1JANATAMF,10.0,10.0,1030500.0,1290384000000,86400000,1,Yes
64,23/11/2010 00:00:00,1JANATAMF,10.0,9.9,795000.0,1290470400000,86400000,1,Yes
65,24/11/2010 00:00:00,1JANATAMF,9.9,10.0,654500.0,1290556800000,86400000,1,Yes
66,25/11/2010 00:00:00,1JANATAMF,10.0,10.3,1424000.0,1290643200000,86400000,1,Yes
67,26/11/2010 00:00:00,1JANATAMF,10.4,10.4,1670333.3333333333,1290729600000,0,0,No
68,27/11/2010 00:00:00,1JANATAMF,10.5,10.5,1916666.6666666667,1290816000000,0,0,No
69,28/11/2010 00:00:00,1JANATAMF,10.6,10.7,2163000.0,1290902400000,259200000,3,Yes
70,29/11/2010 00:00:00,1JANATAMF,10.4,10.4,1382500.0,1290988800000,86400000,1,Yes
71,30/11/2010 00:00:00,1JANATAMF,10.2,10.1,682500.0,1291075200000,86400000,1,Yes
72,01/12/2010 00:00:00,1JANATAMF,10.1,10.1,772000.0,1291161600000,86400000,1,Yes
73,02/12/2010 00:00:00,1JANATAMF,10.1,9.9,808500.0,1291248000000,86400000,1,Yes
74,03/12/2010 00:00:00,1JANATAMF,9.9,9.9,967166.6666666666,1291334400000,0,0,No
75,04/12/2010 00:00:00,1JANATAMF,9.9,9.9,1125833.3333333333,1291420800000,0,0,No
76,05/12/2010 00:00:00,1JANATAMF,9.9,10.0,1284500.0,1291507200000,259200000,3,Yes
77,06/12/2010 00:00:00,1JANATAMF,9.9,10.1,1404500.0,1291593600000,86400000,1,Yes
78,07/12/2010 00:00:00,1JANATAMF,10.5,10.1,1340500.0,1291680000000,86400000,1,Yes
79,08/12/2010 00:00:00,1JANATAMF,10.4,10.0,1315000.0,1291766400000,86400000,1,Yes
80,09/12/2010 00:00:00,1JANATAMF,10.1,11.7,5651500.0,1291852800000,86400000,1,Yes
81,10/12/2010 00:00:00,1JANATAMF,11.733333333333333,11.733333333333333,6039833.333333333,1291939200000,0,0,No
82,11/12/2010 00:00:00,1JANATAMF,11.766666666666667,11.766666666666667,6428166.666666667,1292025600000,0,0,No
83,12/12/2010 00:00:00,1JANATAMF,11.8,12.0,6816500.0,1292112000000,259200000,3,Yes
84,13/12/2010 00:00:00,1JANATAMF,11.5,11.4,2181500.0,1292198400000,86400000,1,Yes
85,14/12/2010 00:00:00,1JANATAMF,11.0,12.0,4691500.0,1292284800000,86400000,1,Yes
86,15/12/2010 00:00:00,1JANATAMF,12.3,11.9,7047500.0,1292371200000,86400000,1,Yes
87,16/12/2010 00:00:00,1JANATAMF,11.95,11.95,5793250.0,1292457600000,0,0,No
88,17/12/2010 00:00:00,1JANATAMF,12.0,12.0,4539000.0,1292544000000,0,0,No
89,18/12/2010 00:00:00,1JANATAMF,12.05,12.05,3284750.0,1292630400000,0,0,No
90,19/12/2010 00:00:00,1JANATAMF,12.1,10.8,2030500.0,1292716800000,345600000,4,Yes
91,20/12/2010 00:00:00,1JANATAMF,11.5,10.9,1796500.0,1292803200000,86400000,1,Yes
92,21/12/2010 00:00:00,1JANATAMF,11.0,10.9,1472500.0,1292889600000,86400000,1,Yes
93,22/12/2010 00:00:00,1JANATAMF,11.5,11.7,2901500.0,1292976000000,86400000,1,Yes
94,23/12/2010 00:00:00,1JANATAMF,11.9,11.5,2852500.0,1293062400000,86400000,1,Yes
95,24/12/2010 00:00:00,1JANATAMF,11.533333333333333,11.533333333333333,2817166.6666666665,1293148800000,0,0,No
96,25/12/2010 00:00:00,1JANATAMF,11.566666666666666,11.566666666666666,2781833.3333333335,1293235200000,0,0,No
97,26/12/2010 00:00:00,1JANATAMF,11.6,11.4,2746500.0,1293321600000,259200000,3,Yes
98,27/12/2010 00:00:00,1JANATAMF,11.5,11.2,1249000.0,1293408000000,86400000,1,Yes
99,28/12/2010 00:00:00,1JANATAMF,11.0,11.3,1698500.0,1293494400000,86400000,1,Yes
100,29/12/2010 00:00:00,1JANATAMF,11.7,12.0,3987000.0,1293580800000,86400000,1,Yes
101,30/12/2010 00:00:00,1JANATAMF,12.3,13.0,9623500.0,1293667200000,86400000,1,Yes
102,31/12/2010 00:00:00,1JANATAMF,13.0,13.0,7765000.0,1293753600000,0,0,No
103,01/01/2011 00:00:00,1JANATAMF,13.0,13.0,5906500.0,1293840000000,0,0,No
104,02/01/2011 00:00:00,1JANATAMF,13.0,12.1,4048000.0,1293926400000,259200000,3,Yes
105,03/01/2011 00:00:00,1JANATAMF,12.0,12.2,1667500.0,1294012800000,86400000,1,Yes
106,04/01/2011 00:00:00,1JANATAMF,12.4,12.0,2683500.0,1294099200000,86400000,1,Yes
107,05/01/2011 00:00:00,1JANATAMF,12.0,11.8,1870500.0,1294185600000,86400000,1,Yes
108,06/01/2011 00:00:00,1JANATAMF,11.8,11.6,2422500.0,1294272000000,86400000,1,Yes
109,07/01/2011 00:00:00,1JANATAMF,11.6,11.6,2759333.3333333335,1294358400000,0,0,No
110,08/01/2011 00:00:00,1JANATAMF,11.6,11.6,3096166.6666666665,1294444800000,0,0,No
111,09/01/2011 00:00:00,1JANATAMF,11.6,10.4,3433000.0,1294531200000,259200000,3,Yes
112,10/01/2011 00:00:00,1JANATAMF,10.1,10.1,372000.0,1294617600000,86400000,1,Yes
113,11/01/2011 00:00:00,1JANATAMF,11.1,12.0,5331500.0,1294704000000,86400000,1,Yes
114,12/01/2011 00:00:00,1JANATAMF,12.3,11.5,3611000.0,1294790400000,86400000,1,Yes
115,13/01/2011 00:00:00,1JANATAMF,11.2,11.5,1592500.0,1294876800000,86400000,1,Yes
116,14/01/2011 00:00:00,1JANATAMF,11.5,11.5,2220333.3333333335,1294963200000,0,0,No
117,15/01/2011 00:00:00,1JANATAMF,11.5,11.5,2848166.666666667,1295049600000,0,0,No
118,16/01/2011 00:00:00,1JANATAMF,11.5,11.0,3476000.0,1295136000000,259200000,3,Yes
119,17/01/2011 00:00:00,1JANATAMF,11.5,11.0,1472000.0,1295222400000,86400000,1,Yes
120,18/01/2011 00:00:00,1JANATAMF,11.0,10.8,580500.0,1295308800000,86400000,1,Yes
121,19/01/2011 00:00:00,1JANATAMF,11.5,10.7,874000.0,1295395200000,86400000,1,Yes
122,20/01/2011 00:00:00,1JANATAMF,10.1,10.0,96000.0,1295481600000,86400000,1,Yes
123,21/01/2011 00:00:00,1JANATAMF,10.18,10.18,247800.0,1295568000000,0,0,No
124,22/01/2011 00:00:00,1JANATAMF,10.36,10.36,399600.0,1295654400000,0,0,No
125,23/01/2011 00:00:00,1JANATAMF,10.540000000000001,10.540000000000001,551400.0,1295740800000,0,0,No
126,24/01/2011 00:00:00,1JANATAMF,10.72,10.72,703200.0,1295827200000,0,0,No
127,25/01/2011 00:00:00,1JANATAMF,10.9,11.0,855000.0,1295913600000,432000000,5,Yes
128,26/01/2011 00:00:00,1JANATAMF,11.5,11.1,1475500.0,1296000000000,86400000,1,Yes
129,27/01/2011 00:00:00,1JANATAMF,11.0,10.7,1300000.0,1296086400000,86400000,1,Yes
130,28/01/2011 00:00:00,1JANATAMF,10.7,10.7,1427666.6666666667,1296172800000,0,0,No
131,29/01/2011 00:00:00,1JANATAMF,10.7,10.7,1555333.3333333333,1296259200000,0,0,No
132,30/01/2011 00:00:00,1JANATAMF,10.7,11.0,1683000.0,1296345600000,259200000,3,Yes
133,31/01/2011 00:00:00,1JANATAMF,11.1,10.7,1537000.0,1296432000000,86400000,1,Yes
134,01/02/2011 00:00:00,1JANATAMF,10.7,10.5,1427000.0,1296518400000,86400000,1,Yes
135,02/02/2011 00:00:00,1JANATAMF,10.5,10.4,993000.0,1296604800000,86400000,1,Yes
136,03/02/2011 00:00:00,1JANATAMF,10.5,10.4,1450000.0,1296691200000,86400000,1,Yes
137,04/02/2011 00:00:00,1JANATAMF,10.366666666666667,10.366666666666667,1512500.0,1296777600000,0,0,No
138,05/02/2011 00:00:00,1JANATAMF,10.333333333333334,10.333333333333334,1575000.0,1296864000000,0,0,No
139,06/02/2011 00:00:00,1JANATAMF,10.3,10.1,1637500.0,1296950400000,259200000,3,Yes
140,07/02/2011 00:00:00,1JANATAMF,10.1,10.0,1558000.0,1297036800000,86400000,1,Yes
141,08/02/2011 00:00:00,1JANATAMF,10.2,10.5,1133500.0,1297123200000,86400000,1,Yes
142,09/02/2011 00:00:00,1JANATAMF,10.6,10.1,1193500.0,1297209600000,86400000,1,Yes
143,10/02/2011 00:00:00,1JANATAMF,10.1,9.9,1231500.0,1297296000000,86400000,1,Yes
144,11/02/2011 00:00:00,1JANATAMF,9.9,9.9,1347166.6666666667,1297382400000,0,0,No
145,12/02/2011 00:00:00,1JANATAMF,9.9,9.9,1462833.3333333333,1297468800000,0,0,No
146,13/02/2011 00:00:00,1JANATAMF,9.9,9.7,1578500.0,1297555200000,259200000,3,Yes
147,14/02/2011 00:00:00,1JANATAMF,9.6,8.9,1116000.0,1297641600000,86400000,1,Yes
148,15/02/2011 00:00:00,1JANATAMF,9.4,9.6,1564000.0,1297728000000,86400000,1,Yes
149,16/02/2011 00:00:00,1JANATAMF,9.64,9.64,1468100.0,1297814400000,0,0,No
150,17/02/2011 00:00:00,1JANATAMF,9.68,9.68,1372200.0,1297900800000,0,0,No
151,18/02/2011 00:00:00,1JANATAMF,9.72,9.72,1276300.0,1297987200000,0,0,No
152,19/02/2011 00:00:00,1JANATAMF,9.76,9.76,1180400.0,1298073600000,0,0,No
153,20/02/2011 00:00:00,1JANATAMF,9.8,10.1,1084500.0,1298160000000,432000000,5,Yes
154,21/02/2011 00:00:00,1JANATAMF,10.2,10.2,1154000.0,1298246400000,0,0,No
155,22/02/2011 00:00:00,1JANATAMF,10.3,9.6,1223500.0,1298332800000,172800000,2,Yes
